id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3DjTPYpKXu20hmrmnT4iqd,0.5589999999999999,0.631,5,-7.197,1,0.0992,0.526,1.39e-06,0.107,0.17,143.879,188051,4
5weKCP07IGA1565wfI3cZ1,0.493,0.4,0,-8.117,1,0.0261,0.0425,1.47e-06,0.133,0.15,91.00399999999999,206209,4
1PZG9IBZMCY6HdK2v8kSYo,0.507,0.455,8,-6.492000000000001,1,0.0279,0.35600000000000004,0.0,0.0889,0.33299999999999996,137.87,235393,4
5YvcUK2eXJ2OllqDuEg18S,0.626,0.55,9,-5.105,0,0.028999999999999998,0.051,0.0,0.11800000000000001,0.12300000000000001,133.976,221096,4
2F83FxNVkK6PPMHuYnwyVc,0.743,0.529,7,-6.187,0,0.0505,0.128,0.0,0.18100000000000002,0.43799999999999994,102.04799999999999,172933,4
6oynBOei3VDaRYmBghTCOO,0.501,0.22899999999999998,11,-8.081,1,0.0728,0.8909999999999999,0.0,0.14800000000000002,0.28600000000000003,80.876,186658,3
7xQxjMokrYnY8n9w19FZqr,0.536,0.73,5,-4.302,1,0.037000000000000005,0.000941,0.0,0.133,0.314,123.589,203095,4
4Eyid2OjeyXZ2fQ8eELXMi,0.693,0.39299999999999996,7,-6.945,1,0.036000000000000004,0.42700000000000005,0.0,0.15,0.529,89.89,132582,4
2CBReP4Ox7OnBzhJsb2VNk,0.332,0.282,7,-7.257000000000001,1,0.044000000000000004,0.825,0.0,0.10400000000000001,0.23399999999999999,187.05700000000002,182553,4
0Z26mbSHJ1dkUu7g9DDgif,0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-05,0.111,0.37799999999999995,97.285,171987,4
65fpYBrI8o2cfrwf2US4gq,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4
6ATgDc6e4sPn84hvJsAmPt,0.40700000000000003,0.41600000000000004,6,-8.916,0,0.175,0.6609999999999999,0.0,0.0981,0.244,179.947,175467,4
5HVHKlGGtm0jBlf44ED4qc,0.633,0.682,4,-6.5120000000000005,1,0.0391,0.5479999999999999,6.89e-06,0.0804,0.46,82.023,208619,4
59z0L6S0GDNCiliSk3yiX0,0.573,0.584,4,-6.574,1,0.047,0.315,1.19e-06,0.109,0.0805,114.84100000000001,177069,4
5ZNifUrEIZ4ZncJKxEWKFf,0.597,0.28,9,-10.777999999999999,1,0.0344,0.307,0.0,0.094,0.401,95.10700000000001,192453,4
4NAkSJTQ8yVHOrzCjNfp3I,0.426,0.243,2,-14.948,1,0.0323,0.636,0.0349,0.10300000000000001,0.243,79.633,138547,4
1CB9uNZ6RwxnQ3stGfVbQv,0.607,0.45799999999999996,9,-7.56,1,0.0503,0.532,0.0,0.10400000000000001,0.494,91.089,157280,4
3S8ltNG88j9u6JHGa0b7um,0.5539999999999999,0.561,3,-10.172,1,0.0383,0.00447,2.06e-06,0.11,0.584,98.073,205320,4
2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.7489999999999997,1,0.0452,0.191,0.0,0.16699999999999998,0.6709999999999999,100.015,214290,4
7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6,-6.781000000000001,1,0.0574,0.10400000000000001,0.0,0.0631,0.23800000000000002,101.96600000000001,234107,4
4JsOMTAmz7rFa29WXspLzU,0.5710000000000001,0.263,1,-9.965,1,0.0554,0.802,0.0,0.11900000000000001,0.775,113.574,188021,4
2nHKCwwJH9DuWhjk0ICXBz,0.596,0.504,6,-12.530999999999999,0,0.14800000000000002,0.363,0.00372,0.0756,0.268,195.91099999999997,183907,4
2RiBogNRfulkNf7fVbPOrJ,0.637,0.8640000000000001,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4
2GwShNdcJHDLEkGO4L34lF,0.44799999999999995,0.256,5,-10.17,1,0.0483,0.875,0.0,0.113,0.174,77.27199999999999,219977,4
1avsdAHEznOhz5KFF04zOS,0.662,0.8270000000000001,8,-5.891,1,0.0624,0.166,0.0165,0.086,0.47700000000000004,115.014,208742,4
4NEkDhPM7qdVQfF1jQCtdS,0.34299999999999997,0.517,9,-5.417999999999999,1,0.0341,0.121,0.0,0.20199999999999999,0.221,150.42700000000002,217893,3
0STK94RxUulYqWzwFlyAb5,0.397,0.303,1,-10.413,1,0.11,0.7979999999999999,4.16e-06,0.0824,0.17,170.22,197893,3
2aQJrZRH3lbllvKNdItNfa,0.7859999999999999,0.62,5,-7.709,1,0.163,0.0718,0.0,0.0625,0.652,92.09,161680,4
1LiEAia09qw722mpzqfROY,0.475,0.368,6,-11.095999999999998,1,0.0327,0.5770000000000001,0.00013700000000000002,0.0496,0.162,88.744,277280,4
3T4UodGkfZObJ43RtA5KFU,0.611,0.602,5,-4.89,1,0.0437,0.000837,0.0,0.11199999999999999,0.624,168.15400000000002,148460,4
5KTs9czAIYinQrBuLRKYj9,0.698,0.349,0,-7.579,1,0.0351,0.8340000000000001,0.0,0.0804,0.446,121.898,224693,4
3aXsAIpsE1VR9FNvW0V4rU,0.6990000000000001,0.109,1,-16.97,1,0.0438,0.935,0.0,0.152,0.54,100.005,213666,4
7B0agS1sIVLUGYG5oVHZ3V,0.645,0.745,1,-4.735,0,0.0419,0.00271,0.0,0.0799,0.196,125.865,213333,4
43wzy7JxMEfvCh8ZFeZKYk,0.597,0.7509999999999999,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,201680,4
4AHIgOApMmqVfpvc1hxK6x,0.409,0.379,7,-11.460999999999999,1,0.0329,0.45299999999999996,0.0275,0.10099999999999999,0.08,117.946,205584,4
7euc7dFM1czdBzqfqgDUHR,0.857,0.285,7,-8.331,1,0.0377,0.579,0.0,0.214,0.84,112.054,126680,4
3kc9fFPBuP9DX9YCv0Gi0e,0.614,0.653,1,-5.854,1,0.0348,0.191,0.0,0.0659,0.382,143.914,153750,4
4QfNOZN7vrQCQKK1ZJ3XPb,0.544,0.379,7,-9.113,0,0.0412,0.863,0.0,0.083,0.322,199.75599999999997,191813,3
1smpJJBsTGn8xKPdVLrlkh,0.435,0.636,5,-6.851,0,0.0609,0.451,0.0,0.11199999999999999,0.10099999999999999,141.87,216338,4
4FeMtyBdJplW0u6ypJpi2S,0.419,0.731,1,-5.154,1,0.0568,0.0983,0.0,0.0907,0.39399999999999996,101.65,198823,4
6QTPacyXkZWG9FMwq6L1hJ,0.7070000000000001,0.67,9,-6.1370000000000005,1,0.0323,0.16399999999999998,0.00283,0.109,0.8220000000000001,112.993,223120,4
6xtcFXSo8H9BZN637BMVKS,0.531,0.8540000000000001,10,-3.1489999999999996,1,0.198,0.28800000000000003,0.0,0.0773,0.456,94.419,190000,4
0QfK2sctatsomM50LGI8Os,0.5489999999999999,0.711,11,-5.025,1,0.187,0.0563,0.0,0.0607,0.32,187.93200000000002,197893,4
77nXj2IoswHUcgwh0tw83O,0.603,0.5539999999999999,2,-4.381,1,0.0646,0.452,0.0,0.0545,0.354,111.98899999999999,216239,4
59i9SOgLfhZ598Hh0voL57,0.539,0.736,2,-6.579,1,0.0343,0.00108,1.52e-06,0.203,0.457,80.001,206500,4
3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4
6jreFSOTUAViWjKyzOC4Kg,0.601,0.775,0,-4.612,1,0.0473,0.26899999999999996,0.0,0.0883,0.483,119.964,190295,4
5oYMLJBYRv0I3D5GZEqODA,0.6890000000000001,0.256,1,-10.572000000000001,1,0.0514,0.7040000000000001,2.29e-06,0.051,0.547,82.936,211134,4
0UEszsTJ5SezkEQPeAM9S9,0.389,0.479,5,-8.029,1,0.0438,0.256,0.0,0.124,0.301,152.309,208260,4
45fAUkBTqnLogZ0tRDchFi,0.609,0.488,8,-8.857999999999999,1,0.0356,0.488,0.00632,0.135,0.425,94.941,215773,4
4fBrdd2GXXC2yUjRM31oju,0.544,0.48,7,-3.5060000000000002,1,0.0273,0.836,0.0,0.267,0.375,100.15100000000001,195906,4
1o6YK7phnXgsljfWSQQfWc,0.675,0.444,7,-6.067,1,0.027999999999999997,0.248,0.0,0.0531,0.35600000000000004,125.884,216373,4
5m3qL4Sta7L4mw3WvHyZhL,0.49,0.49,3,-6.162999999999999,1,0.0371,0.614,0.0,0.111,0.386,200.188,182250,4
24I3FFRpU4GeavDvZFkVyF,0.7709999999999999,0.584,8,-7.5729999999999995,0,0.29100000000000004,0.6609999999999999,1.78e-06,0.17600000000000002,0.841,119.904,169907,4
3OUnz16Xa4j64Fd4HgEPIW,0.7509999999999999,0.45799999999999996,4,-7.57,1,0.0609,0.0566,0.0,0.0636,0.594,119.99799999999999,177376,4
25sgk305KZfyuqVBQIahim,0.7190000000000001,0.7040000000000001,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4
01k24g94i1JvkFLQmVEdCd,0.647,0.853,8,-4.516,1,0.0904,0.0615,0.0,0.062,0.618,103.846,189000,4
6VWz99969QmNc2gWo21ktl,0.5579999999999999,0.456,2,-8.118,1,0.0945,0.129,0.0,0.18899999999999997,0.5660000000000001,94.851,177960,4
07eItU09fRMPIgAqBY61TB,0.853,0.418,4,-10.648,1,0.16,0.0861,1.85e-06,0.121,0.506,99.993,184442,4
1sJaXDUlF4lz35ee4jUs6J,0.5720000000000001,0.22899999999999998,6,-13.671,0,0.0292,0.899,0.0,0.139,0.239,101.009,183000,4
6jGXy6rSNFIv3ouRuMErm5,0.584,0.6890000000000001,1,-5.269,0,0.11599999999999999,0.0277,0.0,0.0957,0.523,159.849,188358,4
6TL3MOcVW8i1UiJkvhpDbR,0.703,0.6679999999999999,4,-7.746,1,0.0289,0.0428,0.000408,0.0963,0.659,120.005,156987,4
5z389dy6N80WE9rSkfwDn0,0.602,0.213,0,-10.769,1,0.0296,0.871,0.0,0.107,0.23800000000000002,97.97399999999999,267078,4
1m84zLz4WizjR4mCDoXReg,0.706,0.349,6,-8.125,1,0.0302,0.7909999999999999,0.0,0.10800000000000001,0.624,94.05799999999999,238220,4
4JWQC6gyYoPRnxRxk0ta2M,0.631,0.715,1,-6.082999999999999,0,0.0277,0.0299,0.0,0.121,0.42,135.826,176880,4
6ZyZGbujKBzxfzcjVOvGW5,0.648,0.7040000000000001,2,-8.419,1,0.0325,0.833,0.000252,0.36200000000000004,0.43799999999999994,107.97,171908,4
1HNywa8Bk0TmzRwQrzhtPo,0.556,0.528,4,-8.033,1,0.0266,0.615,0.0964,0.122,0.163,159.821,285480,4
2K8elWg8ihrZRwZJ7Gy6L3,0.66,0.193,11,-8.904,1,0.0725,0.953,0.0,0.0953,0.29600000000000004,82.035,225868,4
5ug4vqGZ3eisGhY1IsziNX,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,243267,4
3xRcQ04b0l5RiU2w7lJhCD,0.5489999999999999,0.413,4,-5.587000000000001,1,0.0362,0.7559999999999999,0.0,0.0939,0.29,139.981,225920,4
5ZHjjyuxyAy93zs0XvVUcv,0.6659999999999999,0.41100000000000003,3,-8.149,1,0.0283,0.8079999999999999,0.0,0.129,0.527,102.094,184159,4
1NEJ8gJxZ12mBertXyrRb5,0.423,0.253,10,-13.259,1,0.0368,0.825,0.0,0.11699999999999999,0.161,129.656,269210,3
15xWRPHQMeqgdkGzInx3PY,0.29600000000000004,0.35100000000000003,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.59599999999998,212720,3
1kjrgWG47wJgVqvQOvyb7C,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,211764,4
0tREQYNVp41QWZOlqi1y5O,0.8340000000000001,0.5,7,-11.205,0,0.254,0.45,0.0,0.43799999999999994,0.96,129.969,170984,4
2cnuiYBSniFCbnVBw2vVXH,0.54,0.23800000000000002,11,-13.259,1,0.0318,0.9670000000000001,0.602,0.0727,0.249,88.01299999999999,189160,4
2X2Lm8Cvu1bwKJhI01vGfw,0.348,0.13,5,-16.477,1,0.038,0.951,0.00014099999999999998,0.159,0.33,127.307,213069,4
78x5EmgSFz6SJV8x2Q8hqx,0.703,0.313,0,-10.399000000000001,1,0.114,0.228,0.000322,0.109,0.424,79.998,211125,4
3RoZqntWw5zzeLUyewnDBm,0.5920000000000001,0.3,11,-14.136,1,0.0311,0.7929999999999999,0.0,0.11800000000000001,0.428,118.046,191304,4
023dRXdxcLXjVCRsMt5Rah,0.51,0.715,11,-8.927,1,0.0279,0.405,0.00688,0.138,0.611,160.042,198224,4
0wcHV7AT77zzyH4ftt11vh,0.376,0.33399999999999996,1,-11.755,1,0.0291,0.7120000000000001,0.000704,0.115,0.239,110.01299999999999,212920,4
6j584js9MeeBIYfKMbOz98,0.755,0.27,2,-16.273,1,0.0556,0.478,0.000495,0.111,0.3,122.02,201885,4
5bZeugrr7oIATt1CLJuhT4,0.556,0.589,0,-6.209,1,0.0431,0.306,0.0,0.147,0.264,180.942,246320,3
1xYMyM7MxFi4OuzDA2op9Q,0.55,0.33399999999999996,10,-10.73,1,0.0288,0.517,0.000169,0.10099999999999999,0.14300000000000002,72.235,307535,4
6YUK2Pb8tM5j9yreLATCKt,0.495,0.392,10,-9.84,1,0.0312,0.823,0.0117,0.10800000000000001,0.496,108.84899999999999,183213,4
3sQktWx72cvGn8WtwPj10A,0.42200000000000004,0.16899999999999998,7,-11.196,1,0.0428,0.875,0.0,0.1,0.332,144.375,181000,3
3ZTNBmBsSTWZ9ANjI5q4Mz,0.578,0.518,8,-10.263,1,0.051,0.898,0.8340000000000001,0.126,0.18100000000000002,74.836,212156,4
5HlFO9E6TgsCpJWVjguZDl,0.669,0.396,0,-8.724,1,0.0545,0.267,0.0,0.0913,0.546,86.927,214747,4
1Ozmz8mMsPv6LlwcCW2U8l,0.442,0.24600000000000002,6,-12.825,1,0.034,0.758,0.0,0.261,0.36200000000000004,77.593,190263,4
0bzbvANY6oETSJLc0wlVGY,0.359,0.5429999999999999,7,-7.582000000000001,1,0.0919,0.49200000000000005,1.58e-05,0.11800000000000001,0.45299999999999996,68.53399999999999,221307,4
2XgQAAvNEdQUDzGieMJJA5,0.63,0.664,2,-8.046,1,0.0261,0.17,0.0713,0.105,0.44299999999999995,131.993,196364,4
5F6S0RUMqWsk6ePf1prAAN,0.56,0.546,0,-10.075,1,0.0261,0.516,7.39e-06,0.14800000000000002,0.35600000000000004,99.97200000000001,175250,4
4PBz2XQqKs9KICMO69iaiH,0.757,0.381,1,-7.5729999999999995,1,0.0381,0.578,0.0,0.10400000000000001,0.527,84.98899999999999,199537,4
2HmSMDPU2cXZLuLmapyWsY,0.77,0.396,8,-10.985999999999999,1,0.0324,0.414,0.000659,0.0843,0.447,128.04,220240,4
2ydhxOqJQrYEETtWcuD06y,0.622,0.265,2,-9.767999999999999,1,0.0327,0.897,1.99e-05,0.0893,0.261,92.821,243956,4
25Caem6cbUveFkgPSXtGXe,0.708,0.23199999999999998,2,-13.034,1,0.0348,0.8320000000000001,0.000993,0.105,0.18600000000000003,125.045,257973,4
1JbdTua3gjnCt9A7w5ZP6v,0.57,0.0715,1,-16.327,1,0.0352,0.8290000000000001,0.0405,0.11199999999999999,0.146,120.166,222293,4
0bUm2G8Iz9oWd6NvGyNWOz,0.419,0.113,2,-15.591,1,0.0458,0.943,0.000654,0.139,0.534,160.121,288731,3
6TbDpqKCksZNJjriFhPum8,0.28800000000000003,0.371,11,-8.001,1,0.0386,0.6659999999999999,0.0,0.129,0.19699999999999998,52.571999999999996,189500,4
21kL3TTAMIgRxSUgxNW2Dv,0.7120000000000001,0.198,0,-15.647,1,0.0307,0.764,0.193,0.132,0.171,119.97399999999999,207987,4
6lT0DHecA1thspBEZX2X1y,0.568,0.33899999999999997,8,-10.350999999999999,1,0.0297,0.21100000000000002,0.0,0.0785,0.20199999999999999,119.69,250400,3
0I4lY4YaaB9vGf1yzdcgFs,0.53,0.45299999999999996,8,-7.369,1,0.0335,0.22899999999999998,0.0,0.105,0.289,152.08100000000002,225773,4
41SYWf4AZzsVbPakCgdXJg,0.7290000000000001,0.7440000000000001,7,-7.367999999999999,1,0.0351,0.225,0.0,0.11199999999999999,0.8740000000000001,146.02700000000002,268663,4
688PTE0V0ccAzjjul4tSA0,0.6709999999999999,0.223,6,-12.887,1,0.0293,0.853,0.0293,0.113,0.251,115.488,172400,4
5xxHfQuaXGEBHtsGbSXwI7,0.53,0.633,10,-7.077999999999999,1,0.0283,0.391,0.0152,0.142,0.605,140.186,206446,4
6bMrfP9V5s5fgL3Z02tcES,0.691,0.43,8,-13.252,1,0.0576,0.807,0.000508,0.115,0.69,99.03200000000001,148040,4
6A9qKiKQysA4PyLe9KLh0V,0.474,0.792,2,-5.037,1,0.0435,0.00246,0.0,0.0905,0.649,167.03599999999997,249800,4
33ry67NZycIR011igWIFD3,0.6859999999999999,0.299,7,-11.047,0,0.032,0.878,0.561,0.10099999999999999,0.627,149.143,192573,4
3hOWsTM9OpI6c72iQHP4EB,0.627,0.213,10,-12.634,1,0.0349,0.877,0.0,0.204,0.18,92.054,199463,4
4zu19OtPZq8ljWVhPthram,0.537,0.344,3,-9.934,1,0.132,0.223,0.0,0.113,0.233,98.469,229415,4
1Omt5bfz1tZUCqd26HxbS0,0.58,0.687,6,-5.4,1,0.106,0.22899999999999998,0.0,0.109,0.187,76.014,240600,4
6CvVyvR7RlEgQe8qvqqX7Q,0.431,0.491,5,-6.615,1,0.0288,0.322,0.0,0.0679,0.275,143.879,281367,4
3X0kv8WYEVQad30VLOEOEG,0.951,0.40299999999999997,11,-13.085999999999999,1,0.0438,0.585,0.00227,0.0789,0.971,119.93799999999999,213093,4
6ZxieV41UDyJEJhmPLFyPC,0.469,0.0309,8,-20.063,1,0.0367,0.975,1.1599999999999999e-05,0.14300000000000002,0.267,81.252,256743,4
4nzht4k49tdt4i7S3KCoQn,0.579,0.249,8,-12.447000000000001,1,0.0415,0.885,0.00556,0.092,0.768,136.708,183699,4
3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.21100000000000002,9,-9.603,0,0.0424,0.853,0.0,0.131,0.36200000000000004,72.5,152280,4
6vwDc7cVKOPLYJ5GigJS3h,0.773,0.27899999999999997,8,-12.366,1,0.0544,0.439,0.00629,0.14300000000000002,0.425,84.979,209747,4
62KHcIv9l9lxbuhvTqWRpB,0.489,0.47200000000000003,3,-7.138,1,0.0289,0.687,0.00116,0.12300000000000001,0.264,130.035,204153,4
0XIUYBQlVNG1c5vjSQKCYU,0.5670000000000001,0.22399999999999998,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44,231813,4
5fyhNy0XC0JjVBXBrODuk5,0.792,0.293,3,-6.882000000000001,0,0.0915,0.858,0.0,0.107,0.392,145.94299999999998,202397,4
6K1L3LtUFusf76CF6PacGO,0.48,0.162,8,-10.238,1,0.0542,0.914,0.0,0.12300000000000001,0.0949,75.301,193333,4
0DUYYLUzQNVNRMtr2vk1lh,0.599,0.314,1,-9.033999999999999,1,0.0462,0.831,0.0,0.095,0.423,79.956,186187,4
2kJwzbxV2ppxnQoYw4GLBZ,0.46399999999999997,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4
0P2j7ogCRvGMK4Pdw2K5ZQ,0.552,0.308,3,-11.058,1,0.0311,0.8009999999999999,1.94e-06,0.10400000000000001,0.309,128.004,240773,4
5M8pFyozbhsS4QNxsSE2Jl,0.5429999999999999,0.402,7,-7.182,1,0.0273,0.23399999999999999,8.900000000000001e-06,0.15,0.349,116.935,197760,3
3lKmH9D42U7Rqq6chJUUBh,0.639,0.46,7,-11.175,1,0.0479,0.307,3.84e-05,0.41100000000000003,0.28600000000000003,88.02600000000001,205806,4
6QUVcbxAJTVDQeDrchWzZx,0.715,0.239,0,-13.41,1,0.0826,0.898,1.46e-06,0.18600000000000003,0.379,114.91,144963,4
3yppmP5ZKNZU1ZgaOU0xmQ,0.851,0.625,6,-9.494,0,0.0536,0.374,0.0016300000000000002,0.0976,0.8240000000000001,129.998,203482,4
4oUAJMuXoDI5oITTy1PAoP,0.5920000000000001,0.36,4,-10.157,1,0.146,0.7829999999999999,0.0,0.306,0.551,90.351,183012,4
0ljFJVvG0WbqscLQANJ5no,0.626,0.0995,2,-12.963,1,0.0367,0.976,0.0,0.0974,0.494,99.671,157750,4
7n0oyohwoDeRqD5ktNGBQr,0.633,0.413,0,-10.887,1,0.0263,0.795,0.0328,0.0844,0.405,146.914,204529,4
5sS5BZGWxx2sUYuIDh7Pup,0.654,0.6629999999999999,1,-4.496,1,0.0463,0.221,0.0,0.15,0.322,133.966,204554,4
1wtrJ0dcTjqP8PMRTczdSi,0.491,0.586,8,-7.412999999999999,1,0.040999999999999995,0.182,2.95e-06,0.196,0.201,140.112,185357,4
3gBieBvsatYFgiG5K129ds,0.66,0.40700000000000003,2,-8.993,1,0.0613,0.6409999999999999,1.22e-05,0.0622,0.324,119.934,190360,4
0TzeZppPwhEhySYaNRulr9,0.718,0.166,6,-15.82,0,0.0344,0.887,0.0216,0.131,0.237,97.947,219067,4
2cuAZbYN7FdxXZ7nRFHVMJ,0.517,0.736,6,-6.062,1,0.0774,0.272,0.0,0.152,0.38799999999999996,143.985,183591,4
5zxwumO0laRosoeOvbVSvc,0.799,0.373,7,-8.999,1,0.0558,0.259,0.0,0.166,0.534,98.035,182907,4
