song,url,album
A Simple Song,https://api.spotify.com/v1/tracks/1XXl9pl7ObojHbyJetY75n,Country Coffeehouse
"Here, Right Now",https://api.spotify.com/v1/tracks/6YUK2Pb8tM5j9yreLATCKt,Country Coffeehouse
Where You Are - Acoustic,https://api.spotify.com/v1/tracks/4OrDWRw53W0rp1Lps64OFb,Country Coffeehouse
Old Time's Sake,https://api.spotify.com/v1/tracks/6Z6amc8pf0tsyKSrZ2LRMv,Country Coffeehouse
Pretty Hands,https://api.spotify.com/v1/tracks/0daO3mhf7lmqH1vNsGEFCJ,Country Coffeehouse
What If I Stay,https://api.spotify.com/v1/tracks/0v2pLTGuWGYaDr3bHyHOnV,Country Coffeehouse
Because Of Yours,https://api.spotify.com/v1/tracks/71gcKI3CKHIrkJPkk20USG,Country Coffeehouse
Never in My Wildest Dreams,https://api.spotify.com/v1/tracks/3MJov5mT64K42o1Rffhblq,Country Coffeehouse
It'll Work Itself Out,https://api.spotify.com/v1/tracks/1WvRxjDesc8qkTwYQO55gI,Country Coffeehouse
Without A Word,https://api.spotify.com/v1/tracks/4e6dpHanuFVUxou9bKkLDN,Country Coffeehouse
If We Were Vampires,https://api.spotify.com/v1/tracks/250RLekaiL1q9qZer975Eg,Country Coffeehouse
Dancing Shoes,https://api.spotify.com/v1/tracks/5SZ4luA49qt2ZeJTh4jPOq,Country Coffeehouse
The Captain's Daughter (Johnny Cash: Forever Words),https://api.spotify.com/v1/tracks/5ZZtNu0ZMABs6Jwomk8isG,Country Coffeehouse
Slow Burn,https://api.spotify.com/v1/tracks/6ET9kf9riLETWs9lePUEAI,Country Coffeehouse
Back to You,https://api.spotify.com/v1/tracks/5tXygo2KgUWVhpvYW7r0I5,Country Coffeehouse
The Trouble with Wanting,https://api.spotify.com/v1/tracks/0a1Jael2mnrkLTyPetixjh,Country Coffeehouse
Brighter Shade of Blue,https://api.spotify.com/v1/tracks/1yyXmUb99vQ1BI1ee9gkFh,Country Coffeehouse
A Woman Like You,https://api.spotify.com/v1/tracks/3oyMHCAAcnWFdcGuVgwfhd,Country Coffeehouse
This Town Still Talks About You,https://api.spotify.com/v1/tracks/7yPmspgKN5MPOVlyAWFtsa,Country Coffeehouse
Nowhere Fast,https://api.spotify.com/v1/tracks/6arLnfArtdWKOcCYzDd4rS,Country Coffeehouse
People Change,https://api.spotify.com/v1/tracks/1iepnn71MidOJZ7Y3vfgE4,Country Coffeehouse
Stay With Me,https://api.spotify.com/v1/tracks/4y8Ry52k2gSPsGg5DNoUy1,Country Coffeehouse
War,https://api.spotify.com/v1/tracks/1UxeYs0x9oyJtCpmH0QbvL,Country Coffeehouse
Woulda Left Me Too,https://api.spotify.com/v1/tracks/5GOLGi2dpY0oYwVmxZXjL8,Country Coffeehouse
Whiskey To My Soul,https://api.spotify.com/v1/tracks/7pSr5TCyEHPPRTXJNAtkNz,Country Coffeehouse
追光者,https://api.spotify.com/v1/tracks/6XqSMZVMzLW9whVxxUr98p,暖心情歌
惡作劇,https://api.spotify.com/v1/tracks/1I0wNk30nKoyFgs1hVIi3C,暖心情歌
走走 - 新加坡電視劇《帶你去走走》主題曲,https://api.spotify.com/v1/tracks/14pAGuilZyghoWwxTA5abY,暖心情歌
最浪漫的事,https://api.spotify.com/v1/tracks/132FL98Sv9jQ85Gb7esjUy,暖心情歌
心動拍拍,https://api.spotify.com/v1/tracks/7sUbenrBzw6retvleBHvUB,暖心情歌
若你幸福,https://api.spotify.com/v1/tracks/2v9CVwSRN0mOtIGVLBBE6a,暖心情歌
愛上你,https://api.spotify.com/v1/tracks/5foAX3vs1tKvzU2Lhv1a9u,暖心情歌
愛上未來的你,https://api.spotify.com/v1/tracks/3bUYcpibCAUQe0O9ZERqTl,暖心情歌
黏黏,https://api.spotify.com/v1/tracks/5AnzBfbZ7G88EQqIO5uxFL,暖心情歌
You Are My Only One (電視劇“我和兩個他”主題曲),https://api.spotify.com/v1/tracks/71O9WhK2KDKAeD6ZigPIuB,暖心情歌
青春有你,https://api.spotify.com/v1/tracks/4ngjZxPSN9MhnVJeBvPv5P,暖心情歌
"粗線條 (東森創作 ""愛的3.14159"" 插曲) - The Insert Song from Ebc ""Love & π""",https://api.spotify.com/v1/tracks/2ADbRTbd2NndUPcAuJuxT0,暖心情歌
就是愛妳,https://api.spotify.com/v1/tracks/73eCSQ1DxQbaOnzy8PhKx3,暖心情歌
"牛奶麵包 (電視劇《親愛的, 熱愛的》片尾曲)",https://api.spotify.com/v1/tracks/43NcYYApDgwXliG1xWaG8h,暖心情歌
你願不願意,https://api.spotify.com/v1/tracks/08c4RmnXs29owODNm3cH25,暖心情歌
比心小幸福,https://api.spotify.com/v1/tracks/47MWJAq8xkAuVpwl8SKm34,暖心情歌
Hey Baby 你是我的,https://api.spotify.com/v1/tracks/3mKbJoAKI6zmpMhOZFCYXh,暖心情歌
喜歡,https://api.spotify.com/v1/tracks/2fp2exMvOesqBQ1Km5Zut6,暖心情歌
天使見證的愛情,https://api.spotify.com/v1/tracks/46k8JnUuYVu8yWtC3VN8wo,暖心情歌
愛那麼新鮮 (戲劇《淺情人不知》片尾曲),https://api.spotify.com/v1/tracks/7bQPWKvwYK94X1ww3ZUxba,暖心情歌
告白氣球,https://api.spotify.com/v1/tracks/1ivCIgrYZyE0BvItL4Z8lk,暖心情歌
黏度最佳新人,https://api.spotify.com/v1/tracks/13do2GY02VtDdTuOTMJXUN,暖心情歌
你的美麗,https://api.spotify.com/v1/tracks/7aS4RzQT558xDSi8WeSmwU,暖心情歌
豆漿油條,https://api.spotify.com/v1/tracks/7vva2pL13vWP3XHKltJNJ7,暖心情歌
123我愛你,https://api.spotify.com/v1/tracks/3G6xzaTG4H5q1hF0O29Pcr,暖心情歌
腦公,https://api.spotify.com/v1/tracks/50ZM3drEKbAIKDfrbRYvX8,暖心情歌
說聲我愛你,https://api.spotify.com/v1/tracks/1mbnizscxGIq4DNePmLqUp,暖心情歌
溫暖的房間,https://api.spotify.com/v1/tracks/511VKXO0A46Nuvn5ePw102,暖心情歌
藏不住的心跳(《我只喜歡你》影視劇片頭曲),https://api.spotify.com/v1/tracks/06lCOHWNcChv8OD1Eu3uu9,暖心情歌
爱的拥抱,https://api.spotify.com/v1/tracks/0SHdwd2FVwDAg9cHNcgbVq,暖心情歌
比想像更想你,https://api.spotify.com/v1/tracks/25D8IBbewkUXyKjPR2Jad6,暖心情歌
聽說的幸福,https://api.spotify.com/v1/tracks/4aOdVH68wzx0ldYrSKKz5R,暖心情歌
巴黎的十二點,https://api.spotify.com/v1/tracks/4dVlQJVxsUNEL4lTSSwAJB,暖心情歌
"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲",https://api.spotify.com/v1/tracks/221FBKC22DTc7XkPIaZYOl,暖心情歌
幸福是被你需要,https://api.spotify.com/v1/tracks/0KNnNIaWABM2kum1ZdCYVO,暖心情歌
有空記得約我 - 電視電影《雜貨店》主題曲,https://api.spotify.com/v1/tracks/1ruZAxKKU6x6fl7MKlkRfs,暖心情歌
星晴,https://api.spotify.com/v1/tracks/5oZh0gPKEioN2la70JsKHR,暖心情歌
數到五答應我,https://api.spotify.com/v1/tracks/5uWgSWwQhMcSeL21Fg6t2h,暖心情歌
我喜歡你,https://api.spotify.com/v1/tracks/75EBF5dwgU2w0u4IJtdUI5,暖心情歌
LOVE U,https://api.spotify.com/v1/tracks/4WMtqsI7PJHr06JhaCVdPe,暖心情歌
靠近一點點,https://api.spotify.com/v1/tracks/2ZehpdL252VK2Wk2uUqt9m,暖心情歌
小确幸,https://api.spotify.com/v1/tracks/4idTfxxsSfPLjvx1Payehu,暖心情歌
天菜女友,https://api.spotify.com/v1/tracks/155EliVWb0C5nvHOMWFl6g,暖心情歌
卡布基諾 - 插曲,https://api.spotify.com/v1/tracks/0zgbX4fmrymCJ4UdbFt8w5,暖心情歌
黃襯衫男孩,https://api.spotify.com/v1/tracks/1TnZVmbnXIccJN2oy7LdJ3,暖心情歌
張家明和婉君,https://api.spotify.com/v1/tracks/26OjQEZyOAB6D2MhXMEOkV,暖心情歌
愛能有多好,https://api.spotify.com/v1/tracks/5OOpELKCn91Du13cpml3IJ,暖心情歌
慢慢來,https://api.spotify.com/v1/tracks/1yAgPYONWEoQgsOaFqIVGE,暖心情歌
嘟嘟嘟,https://api.spotify.com/v1/tracks/2ZLWjY4OdTSVPC0m1zta1x,暖心情歌
心引力,https://api.spotify.com/v1/tracks/5FCICpVP6esEhKY7dxLU7T,暖心情歌
We All Fall Down,https://api.spotify.com/v1/tracks/3HP1umFHOSLGbia2YQWUhy,花草下午茶
Cool,https://api.spotify.com/v1/tracks/1vboAuHPEG5hSExtrnftNF,花草下午茶
How Long Will I Love You,https://api.spotify.com/v1/tracks/4vAnqYqm1DOo5IDVcxORX3,花草下午茶
Time After Time,https://api.spotify.com/v1/tracks/0QZxFnSMJkaMnyRVQSQDIY,花草下午茶
The Luckiest,https://api.spotify.com/v1/tracks/6R7aITekXpXzt9U3ixovAS,花草下午茶
Coffee,https://api.spotify.com/v1/tracks/2N8HUYJ0oGyByJgkeh5MTS,花草下午茶
Dew,https://api.spotify.com/v1/tracks/5FmHAABvKWadTl6g71DhiN,花草下午茶
I Was Alone,https://api.spotify.com/v1/tracks/2869Nt4e2bG24nOuiEOCb7,花草下午茶
I'll Stay For You,https://api.spotify.com/v1/tracks/2nQoRAIcwvXgc6FRar5YvM,花草下午茶
How Sweet It Is (To Be Loved by You),https://api.spotify.com/v1/tracks/55oeEYEp81nHKvkdJjwXW2,花草下午茶
comethru,https://api.spotify.com/v1/tracks/6fFTPGGItuEpjwXRUIr4rk,花草下午茶
The Simple Things,https://api.spotify.com/v1/tracks/755gQFe8AygwKePVjrMDoj,花草下午茶
Auburn,https://api.spotify.com/v1/tracks/690wn4NFLXZQXjE8aRFyKd,花草下午茶
Goodbye,https://api.spotify.com/v1/tracks/50H4Zt0dXHcLy9roe0Azpj,花草下午茶
High Hopes,https://api.spotify.com/v1/tracks/3z5V7oSggDeCPeEGiCIu83,花草下午茶
Sorry Would Go A Long Way,https://api.spotify.com/v1/tracks/3BuahhfJclheHyXL9pVrmO,花草下午茶
You,https://api.spotify.com/v1/tracks/1o0yFkUycTAWIIWFOlhDcV,花草下午茶
Here With Me - Acoustic Version,https://api.spotify.com/v1/tracks/47XkeYFaqiF1mLathZVMyE,花草下午茶
Beautiful Surprise - Recorded at Spotify Studios NYC,https://api.spotify.com/v1/tracks/1gXiYI4GLRq0NhTRkAXYqZ,花草下午茶
I Just Want to See Your Face,https://api.spotify.com/v1/tracks/425c2AOw7DdNEPFOVVjv4L,花草下午茶
Two Punks In Love,https://api.spotify.com/v1/tracks/4dIPtEnmudhZPD8MsAtzSK,花草下午茶
How To Love,https://api.spotify.com/v1/tracks/2RJaWX69GrNwbARQrQYAL2,花草下午茶
—star.,https://api.spotify.com/v1/tracks/7Gju1wbqklcglziqjPIDVM,花草下午茶
Stargazing,https://api.spotify.com/v1/tracks/4sAX65hbNtEC1lceCdGuMt,花草下午茶
Separate Seasons,https://api.spotify.com/v1/tracks/6B5YgFMDxPjWVuiOA1oid4,花草下午茶
Someday,https://api.spotify.com/v1/tracks/6sl4KzZ9PRb8xTzjYIrHAP,花草下午茶
Be Alright,https://api.spotify.com/v1/tracks/4r4aTOJc7K3iUIU3MEPw6I,花草下午茶
God Only Knows,https://api.spotify.com/v1/tracks/2I2gBMNuQAbuqcEvdmoZlF,花草下午茶
Storybook,https://api.spotify.com/v1/tracks/2aLT8Ds8TJqZqneqJpvP0P,花草下午茶
Colour,https://api.spotify.com/v1/tracks/6hJ0XBf7viMI5jOTtceSdP,花草下午茶
End Game,https://api.spotify.com/v1/tracks/0btzvNW1h36Ni1dMtZvXQV,花草下午茶
Stay Awake,https://api.spotify.com/v1/tracks/4JEobcz2Jtu2qXFXgqEvsb,花草下午茶
Vincent,https://api.spotify.com/v1/tracks/4FSUtZs7mH9V6eWB2EBXdH,花草下午茶
"You Are The Reason - Acoustic, 1 Mic 1 Take/Live From Abbey Road Studios",https://api.spotify.com/v1/tracks/3iJiwVXgMxvjPwUe3gyw9L,花草下午茶
Coffee,https://api.spotify.com/v1/tracks/5M2H1LBQqR2O27xXtViMUJ,花草下午茶
Better with You - Acoustic,https://api.spotify.com/v1/tracks/2AARwDC2ylbWF61qXrteHK,花草下午茶
Beautiful People,https://api.spotify.com/v1/tracks/2G0MFuEXoxdDgBjfFXP65I,花草下午茶
Colorblind,https://api.spotify.com/v1/tracks/5O4EZ0klRLYTM5NTdUCyM3,花草下午茶
Make Me Sing,https://api.spotify.com/v1/tracks/3XrKXlyICMctjxuDUoDw2v,花草下午茶
One Day,https://api.spotify.com/v1/tracks/0sgqIHSqqdivQaVYJyTqnP,花草下午茶
Only You,https://api.spotify.com/v1/tracks/2ODveYidOlM11e0JZrM1aE,花草下午茶
U Suck,https://api.spotify.com/v1/tracks/6avrR8KOfXZfWQruHxywTD,花草下午茶
Dreams,https://api.spotify.com/v1/tracks/6ktuv95da650Ghn7crrZhg,花草下午茶
Voices,https://api.spotify.com/v1/tracks/5vuWnrXHFlKMQVcVu9fmRd,花草下午茶
Lovin' Yourself,https://api.spotify.com/v1/tracks/7p4YiFSgGXFlkZvN6jk8U3,花草下午茶
golden thing,https://api.spotify.com/v1/tracks/5y2TuOFgwlpztHlqENHQOE,花草下午茶
No Fun,https://api.spotify.com/v1/tracks/6IGq3RtjQ7o25MvImbKzRQ,花草下午茶
As You Need,https://api.spotify.com/v1/tracks/1xYoq9LZiTmcRnZqXl7JhF,花草下午茶
Boyfriend,https://api.spotify.com/v1/tracks/7aq8uaeA9Uo1yu7HkiEGcG,花草下午茶
Don't Wanna Know - Acoustic Version,https://api.spotify.com/v1/tracks/5l7gQEyycQWk10yVfXspVK,花草下午茶
Morgensol,https://api.spotify.com/v1/tracks/6aJcjGsNvyivFBeBaigFXQ,Feel Good piano
Mali Lošinj,https://api.spotify.com/v1/tracks/0R89l2bGwUsCfpECnzfVvq,Feel Good piano
Softly,https://api.spotify.com/v1/tracks/0mLgBPyBT5R9Kde744lDqc,Feel Good piano
A Promise,https://api.spotify.com/v1/tracks/552pZqHBTVj3hXRwiblvwB,Feel Good piano
Apricity,https://api.spotify.com/v1/tracks/0gqETOpvyX2eAbcbfjjqGz,Feel Good piano
This Morning,https://api.spotify.com/v1/tracks/4222J8ROCEqgnnLqCC6Z7l,Feel Good piano
I Will Walk You Home,https://api.spotify.com/v1/tracks/4xIT4AwXEX2r2P5ATQZx2I,Feel Good piano
A Moment of Reflection,https://api.spotify.com/v1/tracks/15msDW5lW6xONIUtKAfaPC,Feel Good piano
Filotimo,https://api.spotify.com/v1/tracks/0OH6fMcg4oou7KXzPOXMpi,Feel Good piano
Uitwaaien,https://api.spotify.com/v1/tracks/6fOFKyLhs5ryi2f8IiWBq8,Feel Good piano
More than Close,https://api.spotify.com/v1/tracks/4mnfRzyz2dafyBaXBLZle2,Feel Good piano
Rain,https://api.spotify.com/v1/tracks/6S87FCVL1DnU3hL1V1wr0c,Feel Good piano
Bright Blue Eyes,https://api.spotify.com/v1/tracks/5cGGpW0aE0VjPFTFjXSFgK,Feel Good piano
Circle,https://api.spotify.com/v1/tracks/7oV50tKm9oJcV8HWeupfS2,Feel Good piano
"Looking Forward, Looking Backward",https://api.spotify.com/v1/tracks/3W67I10IdSjH3ViNhYzzZu,Feel Good piano
Smile - Piano Version,https://api.spotify.com/v1/tracks/46nWXHbxepquKYzKEcfwR0,Feel Good piano
Guinevere,https://api.spotify.com/v1/tracks/5r0C21LlNxCPJqGu2R6q5H,Feel Good piano
Bower,https://api.spotify.com/v1/tracks/14JkIoIim7roZKTi62zhAY,Feel Good piano
Birdman,https://api.spotify.com/v1/tracks/6baoHqXdPuEnkmBUazVpoO,Feel Good piano
Harvest,https://api.spotify.com/v1/tracks/6VlbG0tPE1gmML6UWVKglZ,Feel Good piano
Child's Play,https://api.spotify.com/v1/tracks/4zU8Vpr9IjmdTFmxqywJPn,Feel Good piano
Plus tôt,https://api.spotify.com/v1/tracks/3ODEuZjfxec5fYnzVhxANv,Feel Good piano
Marble Falls,https://api.spotify.com/v1/tracks/2spz2RWKqY4W15BgrooCzY,Feel Good piano
Beneath the Surface,https://api.spotify.com/v1/tracks/5JadUKeKPDTwUXQL0p3GwJ,Feel Good piano
One Afternoon In Summer,https://api.spotify.com/v1/tracks/6yA5XLACuuMoBeM5K3t5cl,Feel Good piano
Preludium,https://api.spotify.com/v1/tracks/4rifuSeAw7WGLKSLgAGIJU,Feel Good piano
Soleil du Soir,https://api.spotify.com/v1/tracks/3YY1rqHLRgCul3gcBo3NKT,Feel Good piano
Les Etudes,https://api.spotify.com/v1/tracks/57YVVhWcChlS42r0EmA9aT,Feel Good piano
Anona,https://api.spotify.com/v1/tracks/44rpvXgWhgUWmLUH12Nu58,Feel Good piano
Carillon,https://api.spotify.com/v1/tracks/0ZaAnSBCIfKNroEhvDWWB5,Feel Good piano
Felicity,https://api.spotify.com/v1/tracks/7zceh3o6KadhN2Smm2jJfR,Feel Good piano
Little Hands,https://api.spotify.com/v1/tracks/4IvF0DNZ2yrR4l6BJPcca5,Feel Good piano
schemering,https://api.spotify.com/v1/tracks/0Dp0J1AvJ3mQEE0zSiRbIG,Feel Good piano
Elfreth’s Alley,https://api.spotify.com/v1/tracks/56kV0SkieRGfY4HUAGIsCM,Feel Good piano
Colors,https://api.spotify.com/v1/tracks/2ETTYulGaRAmYgP5rTWxQQ,Feel Good piano
Sentiment,https://api.spotify.com/v1/tracks/5cSBzbIH0X568Wk8cJ6Zbl,Feel Good piano
Komorebi,https://api.spotify.com/v1/tracks/7wFCIItq3bxHsgRZVFvU0k,Feel Good piano
Evening Gold,https://api.spotify.com/v1/tracks/1JcDeWGV1utcHtItIsVRqD,Feel Good piano
Beginning,https://api.spotify.com/v1/tracks/0xfBAFqqp2bMbtRV2AIWRe,Feel Good piano
어스름,https://api.spotify.com/v1/tracks/5z7sxlo3kf8eg8s3Zkb8dQ,Feel Good piano
Awake,https://api.spotify.com/v1/tracks/4gFnOcArAjAx0wqadjtzsq,Feel Good piano
If you ever change your mind,https://api.spotify.com/v1/tracks/4meLskE3DIQEBlBC18GS0Z,Feel Good piano
Childhood,https://api.spotify.com/v1/tracks/73VpGHucDuzwtFJiT59bEG,Feel Good piano
Cerulean,https://api.spotify.com/v1/tracks/5dIIazMhp1cJdTEp1Epuh6,Feel Good piano
How Did We Wind Up Here?,https://api.spotify.com/v1/tracks/4HUAT9dBskTeZO4kYXRTKI,Feel Good piano
Souvenirs,https://api.spotify.com/v1/tracks/7AspnvMDgF4rIrnmNp33it,Feel Good piano
Wonder,https://api.spotify.com/v1/tracks/0LRjR9cx8rJDYTRIHq7rxp,Feel Good piano
A Letter Home,https://api.spotify.com/v1/tracks/5CG4KWy5qqSnv62DmMjTrH,Feel Good piano
Impromptu No 1: Hope,https://api.spotify.com/v1/tracks/0C0vcOFWcUGS4akipsgXg7,Feel Good piano
Beloved,https://api.spotify.com/v1/tracks/3OLeQWqsXLKFbboNufjc8Z,Feel Good piano
Heading West,https://api.spotify.com/v1/tracks/1KDGb7d3PHIOI6bLWgLFfV,Feel Good piano
A Busy Day,https://api.spotify.com/v1/tracks/1BIB1xG9pSf8bDX5c2Jo9d,Feel Good piano
Barcelona,https://api.spotify.com/v1/tracks/7jHkMYAkejNoMzd29JqcBW,Feel Good piano
New Soul,https://api.spotify.com/v1/tracks/6kUaTqLcdACKbaw72ogBk5,Feel Good piano
Sichm,https://api.spotify.com/v1/tracks/6pMJj2gSGimd2tWbBEs28V,Feel Good piano
Arrebol,https://api.spotify.com/v1/tracks/52AH50uB1sJZBRjGJlcW8m,Feel Good piano
Kjæreste,https://api.spotify.com/v1/tracks/5b8dvbC8nIGMmagzqXbaTD,Feel Good piano
Wolf and Her,https://api.spotify.com/v1/tracks/7GI26ZckFos2DWeF4ZKY5V,Feel Good piano
Grace,https://api.spotify.com/v1/tracks/3kCv0qog8yLPc5P262zMOi,Feel Good piano
Hopedale,https://api.spotify.com/v1/tracks/4VZBnGVLY4HNJqcWfVMsd4,Feel Good piano
Western Brook Pond,https://api.spotify.com/v1/tracks/4bM2hrnaTYz5RPUvgYdkdq,Feel Good piano
The Little Things That Light Us,https://api.spotify.com/v1/tracks/4kCeSbPimi2xqPuAhtAteB,Feel Good piano
xanny,https://api.spotify.com/v1/tracks/36DlSMZRQjtY51boPFFIHx,Feel Good piano
The Coldest Day Of The Year,https://api.spotify.com/v1/tracks/4lR8tcuDZojNRoDTltUEhv,Feel Good piano
A Peaceful Mind,https://api.spotify.com/v1/tracks/0KwkEHRzWiDO6z40BvIUTG,Feel Good piano
黒い汗,https://api.spotify.com/v1/tracks/3quI9fle27boUZXStQKtxy,Feel Good piano
不晚 (電影深夜食堂主題曲),https://api.spotify.com/v1/tracks/7t40YRK7GQBf5pqtOzMcF6,返家傾聽
別讓我走遠 (電視劇《我們與惡的距離》主題曲),https://api.spotify.com/v1/tracks/7fjGyTWookViY8LlvjqpVq,返家傾聽
路過人間 (電視劇《我們與惡的距離》插曲),https://api.spotify.com/v1/tracks/7AD1bYfx0VfFCFZgEbsya4,返家傾聽
真的傻 (電影《一吻定情》追愛版主題曲),https://api.spotify.com/v1/tracks/7mCr6Rn5jx04Fisvts97Z3,返家傾聽
慢冷,https://api.spotify.com/v1/tracks/3NNDJfWMGHuNpvHWTImmlW,返家傾聽
好好說 (電影《花椒之味》主題曲) - 國,https://api.spotify.com/v1/tracks/2259t38sXXEGijteoMpPt1,返家傾聽
如果我沒有傷口,https://api.spotify.com/v1/tracks/7jWZPpaNaO8tp6p5RRcNG7,返家傾聽
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,https://api.spotify.com/v1/tracks/3ayrHkyorPEpeOBvZ76SwG,返家傾聽
原諒,https://api.spotify.com/v1/tracks/5DOdnY5NIJVe0tln5eFm7f,返家傾聽
天黑請閉眼 (feat. 邱鋒澤),https://api.spotify.com/v1/tracks/0bIbgooxvBkww2ZGeu8VMR,返家傾聽
那女孩對我說,https://api.spotify.com/v1/tracks/5Gip2UwE4f8L4MQWsvcvfA,返家傾聽
候鳥,https://api.spotify.com/v1/tracks/4kcTLL5kBC3RfCKlnocoDe,返家傾聽
"起風了 - 電視劇""加油你是最棒的""主題曲",https://api.spotify.com/v1/tracks/5ZiMscIUd9Gozq4JFPnlJQ,返家傾聽
岩石裡的花,https://api.spotify.com/v1/tracks/1HhPL0MH5bkJrOnW933joC,返家傾聽
完整的我,https://api.spotify.com/v1/tracks/6b4lo9VraG23VigqszlKuI,返家傾聽
一千個晚安 - 電視劇《一千個晚安》片頭曲,https://api.spotify.com/v1/tracks/7ENb73ihPUfdiVa6jON8lh,返家傾聽
將故事寫成我們,https://api.spotify.com/v1/tracks/3Vl7IqSQsAsfScssywTDny,返家傾聽
太空人,https://api.spotify.com/v1/tracks/0aIF8XCR5hVmzN6rI7tpOv,返家傾聽
年少有為,https://api.spotify.com/v1/tracks/6XY80Ofqd8j0SGiEdRLwCp,返家傾聽
你懂我說的嗎,https://api.spotify.com/v1/tracks/2nQL1tJSOqx8mfVNJXuVNk,返家傾聽
愛情的模樣 Life Live,https://api.spotify.com/v1/tracks/4b1SzvKg74EQ8ftVH0ke8Z,返家傾聽
何妨 - feat.茄子蛋,https://api.spotify.com/v1/tracks/0YH4Oy7kDIglwp5yRPBjUA,返家傾聽
蜂鳥 (電視劇《我在北京等你》主題曲),https://api.spotify.com/v1/tracks/6KjSRihg1U0Fn4kzrEuZb4,返家傾聽
大風吹 (韓劇《我身後的陶斯》片尾曲),https://api.spotify.com/v1/tracks/364UNoTlND06SqsUsAwLGs,返家傾聽
我敢,https://api.spotify.com/v1/tracks/3egvJ9HYTVWxyf9ZVOFBFW,返家傾聽
木偶人,https://api.spotify.com/v1/tracks/3unyDBfywMGjTFk0SqoEAW,返家傾聽
愛情怎麼了嗎,https://api.spotify.com/v1/tracks/5ZaPc3ILOQT4Qc26AZe9od,返家傾聽
海的顏色 - 華視《最佳利益》插曲,https://api.spotify.com/v1/tracks/5SJgGgX2yEjr0kPu1gstYJ,返家傾聽
"最美的遇見 (電視劇《涼生,我們可不可以不憂傷》情感主题曲)",https://api.spotify.com/v1/tracks/5ANWaocvaBYZo2axRcCI4Y,返家傾聽
"我可以不在乎的你 (電視劇《親愛的, 熱愛的》插曲)",https://api.spotify.com/v1/tracks/0lcydXw6rb39UXNAzcPvvp,返家傾聽
最好,https://api.spotify.com/v1/tracks/3LDN54rJIzKcPLVA1iSk0I,返家傾聽
我可以理解,https://api.spotify.com/v1/tracks/2wZOuLq0iiMD3kOg0FJUqA,返家傾聽
不搖滾 (feat. 房東的貓),https://api.spotify.com/v1/tracks/2KZO634LWOlumo7bEJSh21,返家傾聽
情歌,https://api.spotify.com/v1/tracks/1sH0yymgLPYbWk0cfTfOZd,返家傾聽
每一次想你,https://api.spotify.com/v1/tracks/6KBqVaYXrAlMmORRt3Z9LA,返家傾聽
這麼久沒見,https://api.spotify.com/v1/tracks/3jcGhDolXyMMsPePVcAky4,返家傾聽
可惜了 (電影《大約在冬季》主題片尾曲),https://api.spotify.com/v1/tracks/6t9yroLrmNDVfOV2AicYmm,返家傾聽
美麗、醜與我,https://api.spotify.com/v1/tracks/17AQKVJLv8VfgZ2bsoeJhH,返家傾聽
何必記念,https://api.spotify.com/v1/tracks/2PYDidlZa9pKdgaWeyztAt,返家傾聽
真相,https://api.spotify.com/v1/tracks/1Auqk23sQPcf3kFSxhQ2Hn,返家傾聽
自由之歌,https://api.spotify.com/v1/tracks/4b7ye2NA6uyksfP6poPiR1,返家傾聽
備胎 (feat. Eetu Kalavainen),https://api.spotify.com/v1/tracks/6OuBzoZm0GHYzPNGlvB3yx,返家傾聽
纖維,https://api.spotify.com/v1/tracks/33xtExSb4bgcTfSEVi7ibN,返家傾聽
節日快樂,https://api.spotify.com/v1/tracks/0qAiFlyNbzae4apWlQiOOF,返家傾聽
迷路在雲端,https://api.spotify.com/v1/tracks/2MWEmVj30mIJDHTzj0mleS,返家傾聽
分手的第五夜,https://api.spotify.com/v1/tracks/2Mfwt5DAVDU0clhBCmvfzi,返家傾聽
蝕日,https://api.spotify.com/v1/tracks/5xZ5AWgcmFJQiuflUexWZG,返家傾聽
暫時愛著我,https://api.spotify.com/v1/tracks/0mtqxtJakMebcvjb9FUlVg,返家傾聽
初戀,https://api.spotify.com/v1/tracks/60L6mymaKo7KuGkmnnvtyk,返家傾聽
最相愛的朋友(《我只喜歡你》影視劇插曲),https://api.spotify.com/v1/tracks/31SivqQBFBrekJlCXR6zyz,返家傾聽
Washed Away,https://api.spotify.com/v1/tracks/00p6D4NaakmWGNR3EUtxtS,Deep Dark Indie
Beautiful Hell,https://api.spotify.com/v1/tracks/1DlbCKscf5uSlVpbKYVxOS,Deep Dark Indie
By Night,https://api.spotify.com/v1/tracks/2avzCVT0Zo4dgkp2vBgHOJ,Deep Dark Indie
Arsonist's Lullabye,https://api.spotify.com/v1/tracks/1UWhx0pFZccP4jdCIZsj7U,Deep Dark Indie
Glory,https://api.spotify.com/v1/tracks/5rMea4Gu5db0qb1c6TfGIh,Deep Dark Indie
Appointments,https://api.spotify.com/v1/tracks/1odRNxEeolTEjFSDF6GY3s,Deep Dark Indie
Nocturne,https://api.spotify.com/v1/tracks/1rAoMvrhI0Ozalbow7Lu6F,Deep Dark Indie
Small Things,https://api.spotify.com/v1/tracks/5RySo0AAUR0reTHSCvb6HC,Deep Dark Indie
Killer + The Sound,https://api.spotify.com/v1/tracks/1xuA8vy1KA1cfP5UQ7NYSS,Deep Dark Indie
